customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
269.0,female,26-35,west,sports,online,flipkart,1.0,not worth the wtf price.,negative,18.0,no,yes
270.0,female,18-25,central,automobile,online,lenskart,0.0,nnneuuuttrrrall aaaboouutt tthhhee quuuaaalliiittyy.,neutral,61.0,no,no
271.0,male,36-45,north,electronics,,reliance digital,4.0,exxceeelleeennttt prrooduuucccttt! eexxccceeeded ..... eeexxpppeeccctttaaatttiooons.,positive,41.0,yes,no
272.0,male,46-60,east,home & kitchen,online,swiggy instamart,1.0,product stopped working afte rfew days.,negative,47.0,yes,yes
273.0,male,46-60,south,books,online,croma,1.0,not worth the price.,negative,56.0,no,yes
274.0,other,18-25,west,books,online,facebook marketplace,1.0,ccussttommmer sserrviccceee wwwaaass uunnheelpppfffull.,negative,2.0,yes,yes
275.0,female,46-60,east,automobile,online,nykaa,2.0,cusotmer was unhelpful.,negative,21.0,yes,yes
276.0,,46-60,west,groceries,online,paytm mall,3.0,"proudct is okay, nothing special.",neutral,16.0,yes,no
277.0,female,46-60,central,groceries,online,meesho,3.0,neutral about the quality.,neutral,42.0,yes,no
278.0,other,36-45,west,sports,online,snapdeal,1.0,not worth the errr price.,negative,39.0,yes,yes
279.0,male,18-25,central,automobile,,lenskart,3.0,neutral about the quality.,neutral,13.0,yes,no
280.0,male,36-45,central,groceries,online,others,5.0,great value for money.,positive,9.0,yes,no
281.0,male,46-60,west,,online,croma,2.0,very disappointed with the quality.,negative,60.0,no,yes
282.0,female,36-45,south,,online,reliance digital,2.0,not umm worth the price.,negative,10.0,yes,yes
283.0,other,36-45,south,home & kitchen,online,shopclues,1.0,late delivery. .... and poor packaging.,negative,58.0,no,yes
284.0,female,36-45,south,automobile,online,jiomart,3.0,"delivery was fine, product is decent.",neutral,58.0,no,no
285.0,female,36-45,west,books,online,flipkart,1.0,llatee deeellliiiveeerrryy liikke aannnd pppaccckkkaagingg.,negative,,,yes
286.0,other,,central,beauty,online,boat,4.0,excellent product! exceeded expectations.,,54.0,,no
287.0,male,46-60,south,travel,online,amazon,3.0,works fine but could kinda bette.r,neutral,57.0,no,no
288.0,female,26-35,east,books,,flipkart,3.0,works fine but could better.,neutral,15.0,yes,no
289.0,female,36-45,east,fashion,online,nykaa,1.0,product working after few days.,,25.0,yes,yes
290.0,female,36-45,west,books,online,croma,2.0,customer service was unhelpful.,negative,,yes,
291.0,other,46-60,central,books,online,shopclues,3.0,works fine but could be better.,neutral,63.0,no,no
292.0,male,60+,east,books,online,paytm mall,4.0,excellent product! exceeded expectations.,positive,70.0,no,no
293.0,other,46-60,south,beauty,online,zepto,5.0,"amazing experience, highly recommend!",positive,,,no
294.0,male,18-25,south,automobile,online,ajio,1.0,product working after few days.,negative,42.0,yes,yes
295.0,female,46-60,east,automobile,online,tata cliq,5.0,great value for money.,positive,,no,
296.0,female,26-35,east,travel,online,meesho,3.0,average experience overall.,,17.333333333333332,no,no
297.0,,18-25,north,home & kitchen,online,croma,3.0,"deliver ywas fine, product is",,,yes,no
298.0,,18-25,central,fashion,online,meesho,5.0,rgeat value for money.,positive,47.0,yes,
299.0,male,60+,central,automobile,online,zepto,2.0,very disappointed with the quality.,negative,65.0,no,yes
,male,36-45,south,,,tata cliq,4.0,"amaaazzinnggg eexxperrieencce, hhhiiiggghllly rrreecccoommmennn!dd",positive,10.0,yes,no
301.0,female,26-35,central,travel,online,flipkart,3.0,"product is okay, nothing special.",neutral,16.0,no,no
302.0,other,18-25,south,electronics,online,lenskart,2.0,late delivery and poor packaging.,negative,19.666666666666668,no,
303.0,male,46-60,east,electronics,online,bigbasket,2.0,product stopped working after few days.,negative,11.0,yes,yes
304.0,other,46-60,north,beauty,online,bigbasket,,like great value for money.,positive,6.0,yes,no
305.0,female,26-35,west,sports,online,shopclues,4.0,great value for money.,positive,7.0,yes,no
306.0,male,18-25,east,books,online,snapdeal,5.0,great value for,positive,220.0,yes,no
307.0,male,26-35,south,automobile,online,others,4.0,great value for money. idk,positive,3.0,yes,no
308.0,female,46-60,south,automobile,,zepto,2.0,very lol disappointed with quality.,negative,150.0,yes,yes
309.0,male,18-25,central,groceries,online,croma,5.0,great value for money.,positive,2.0,yes,no
310.0,male,26-35,west,sports,online,others,5.0,,positive,63.0,no,no
,female,18-25,north,fashion,online,paytm mall,4.0,fast delivery and greatp ackaging.,positive,59.0,no,no
312.0,other,36-45,north,automobile,online,amazon,3.0,wworks ffiiinnneee bbuutt ccoouulld beee beetttteeerr.,neutral,44.0,yes,no
313.0,male,18-25,north,fashion,online,shopclues,3.0,"product is okay, lol nothing special.",neutral,63.0,no,no
314.0,male,18-25,south,fashion,online,myntra,5.0,fast delivery and great packaging.,positive,20.0,yes,no
315.0,male,18-25,west,fashion,online,swiggy instamart,2.0,late delivery and poor packaging.,negative,67.0,no,yes
316.0,female,46-60,north,travel,online,myntra,3.0,average experience overall.,neutral,55.0,no,no
317.0,other,36-45,,fashion,online,nykaa,5.0,great value for monye.,positive,64.0,no,no
318.0,other,60+,,fashion,online,swiggy instamart,1.0,late delivery and poor packaging.,negative,29.0,yes,yes
319.0,other,26-35,west,,online,bigbasket,3.0,"deliveryw as fine, product is decent.",neutral,18.0,yes,no
320.0,other,26-35,central,fashion,online,meesho,1.0,late delivery and poor packaging.,negative,,no,yes
321.0,male,26-35,east,beauty,online,others,5.0,"amazing experience,h ighly recommend!",positive,34.0,yes,
,male,60+,central,fashion,online,croma,3.0,"pprodduuucttt isss okkkaaayyy, sppeeeccciiiaaal.",neutral,9.0,yes,
323.0,female,36-45,west,beauty,online,tata cliq,3.0,"delivery was fine, product is idk decent.",neutral,71.0,no,no
324.0,other,26-35,west,travel,online,flipkart,1.0,late delivery and poor packaging.,negative,26.0,yes,yes
325.0,other,46-60,south,home & kitchen,online,amazon,1.0,pprrrooddduct sstttopppppeedd wooorkiiinggg afttteeerrr ffeeeww daaayys.,negative,14.0,yes,yes
326.0,male,36-45,central,beauty,online,nykaa,4.0,great value for money.,positive,41.0,yes,no
327.0,male,18-25,west,books,online,boat,5.0,great value for money.,,34.0,yes,no
328.0,male,46-60,north,beauty,online,amazon,2.0,product stopped working after few days.,negative,9.0,,yes
329.0,male,18-25,north,travel,online,flipkart,,eexxxceeellllennnttt ppprroodduccctt! exxceedeeeddd exxxppeeecctaaatiooonnsss.,positive,30.0,yes,no
330.0,female,18-25,central,groceries,online,shopclues,1.0,late delivery and poor packaging.,negative,36.0,yes,yes
331.0,female,46-60,south,home & kitchen,online,reliance digital,1.0,customer was unhelpful.,negative,26.0,yes,yes
332.0,female,36-45,east,electronics,online,tata cliq,0.0,excceeelllleeenttt pprrrodduuucccttt! eeexceeeded eexpeeectaaatttiooonnnss.,positive,63.0,no,no
333.0,male,26-35,west,groceries,online,reliance digital,2.0,late delivery and poor packaging.,negative,45.0,yes,yes
334.0,other,,west,electronics,online,others,4.0,great for money.,positive,5.0,yes,no
335.0,female,36-45,north,sports,online,nykaa,4.0,great value for money.,positive,39.0,yes,no
336.0,other,46-60,west,electronics,online,others,1.0,customer service was unhelpful.,negative,32.0,,yes
337.0,other,26-35,central,electronics,online,ajio,4.0,"aammmazinnngg eexxxppperriiieeennnccceee, hhhiighhhllyyy rrreeecommmmeeennnd!",positive,65.0,no,no
338.0,male,36-45,south,beauty,online,bigbasket,1.0,customer service was unhelpful.,negative,57.0,no,yes
339.0,male,26-35,east,sports,online,snapdeal,,average experience ovreall.,neutral,24.0,yes,no
340.0,,60+,south,fashion,online,ajio,4.0,"amazing experience, highly recommend! idk",positive,9.0,yes,no
341.0,female,46-60,west,automobile,online,meesho,3.0,"product is okay, nothing special.",neutral,48.0,no,no
342.0,male,26-35,north,groceries,online,meesho,1.0,very disappointed with the quality.,negative,4.0,yes,yes
343.0,female,36-45,east,fashion,,paytm mall,4.0,very satisfied with the quality.,positive,16.0,yes,no
344.0,female,60+,east,,online,facebook marketplace,1.0,late delivery and poor packaging.,negative,35.0,yes,yes
345.0,other,26-35,west,travel,online,snapdeal,5.0,fast delivery and great packaging.,positive,66.0,,no
346.0,male,18-25,east,beauty,online,paytm mall,5.0,value for money.,positive,68.0,no,no
347.0,other,26-35,central,books,online,shopclues,5.0,very satisfied with the qulaity.,positive,6.0,yes,no
348.0,other,46-60,central,travel,online,meesho,2.0,product stopped working after few days.,negative,,yes,yes
349.0,male,60+,south,home & kitchen,online,meesho,1.0,very disappointed with the quality.,negative,28.0,yes,yes
350.0,male,26-35,north,electronics,online,ajio,5.0,excellent product! exceeded expectations.,positive,62.0,no,no
351.0,female,18-25,east,automobile,online,nykaa,4.0,excellent product! exceeded expectations.,positive,63.0,no,no
352.0,male,18-25,east,beauty,online,flipkart,3.0,neutral about the quality.,neutral,67.0,no,no
353.0,male,36-45,west,groceries,online,nykaa,2.0,late delivery and poor packaging.,negative,52.0,no,yes
354.0,female,18-25,east,fashion,online,flipkart,,fffaasttt ddeeeliivvveryyy aanddd graaeet ppacckkkaaggiinnnggg.,positive,37.0,yes,no
355.0,other,18-25,east,fashion,online,meesho,2.0,late ..... delivery and poor packaging.,negative,7.0,yes,yes
356.0,other,46-60,north,travel,online,boat,3.0,"delivery was fine, product is decent.",neutral,6.0,yes,no
357.0,male,60+,west,fashion,online,reliance digital,4.0,very satisfied with ..... the quality.,positive,34.0,yes,no
358.0,other,26-35,south,travel,online,croma,4.0,wtf excellent product! exceeded expectations.,positive,8.0,yes,no
359.0,male,36-45,south,home & kitchen,online,shopclues,2.0,customer service was unhelpful.,negative,38.0,yes,yes
360.0,other,36-45,east,fashion,,facebook marketplace,5.0,eexceeelllllleenntt ppprroodduccct! eeexxxcceeeeeedddeed exxxpppeeccctttaattionnnsss.,positive,51.0,no,no
361.0,other,46-60,north,beauty,online,flipkart,3.0,neutral about the quality.,neutral,40.0,yes,no
362.0,other,60+,east,fashion,online,zepto,2.0,very disappointedw ith the quality.,negative,47.0,yes,yes
363.0,male,60+,south,home & kitchen,online,croma,1.0,very disappointed with the quality.,negative,52.0,no,yes
364.0,other,26-35,south,electronics,online,snapdeal,1.0,lllaatttee dddeelliiivvveeerrry annddd pppooorr ppaackagggiinnggg.,negative,17.0,yes,yes
365.0,male,60+,south,electronics,online,,1.0,late delivery and poor packaging.,negative,33.0,yes,yes
366.0,female,18-25,north,electronics,online,ajio,0.0,,neutral,54.0,no,no
367.0,female,60+,central,travel,online,flipkart,5.0,excellent product! exceeedd expectations.,positive,,yes,
368.0,male,18-25,south,fashion,online,jiomart,4.0,fffasst dddeeelliiiveeerrryyy aaandd gggrrreaaattt pppaackkaagggiinggg.,positive,18.0,yes,no
369.0,,18-25,central,fashion,online,paytm mall,1.0,customer service was unhelpful.,negative,26.0,yes,yes
370.0,other,18-25,central,fashion,online,reliance digital,3.0,neutral about the qualtiy.,neutral,40.0,,no
371.0,female,18-25,east,electronics,online,swiggy instamart,2.0,ccuuusssttomerr ssseeervviiiccceee wwwass uunhhheeellppfuuull.,negative,9.0,yes,yes
372.0,female,36-45,central,fashion,online,croma,5.0,"amazing expreience, highly recommend!",positive,27.0,yes,no
373.0,,46-60,south,electronics,online,amazon,2.0,vvveeryy ddiisappooinntteddd wwwiittthhh thhee quuaaallliiitty.,negative,34.0,yes,yes
374.0,female,46-60,north,fashion,online,bigbasket,2.0,stopped working after few days.,negative,50.0,no,yes
375.0,,18-25,central,beauty,online,jiomart,4.0,great umm value for money.,positive,35.0,yes,no
376.0,male,26-35,west,groceries,online,boat,1.0,vvrrreeeyyy wwiithhh the qqquuuaaallliiittty.,negative,49.0,no,yes
377.0,other,18-25,west,fashion,online,facebook marketplace,,late delivery and poro lol packaging.,negative,,no,yes
378.0,other,18-25,central,home & kitchen,online,jiomart,2.0,product stopped working after few days.,negative,19.666666666666668,no,yes
379.0,female,46-60,north,beauty,online,flipkart,3.0,works fine but could be better.,neutral,19.0,yes,no
380.0,male,46-60,north,groceries,online,amazon,2.0,not worth the price.,negative,20.0,yes,
381.0,male,26-35,central,fashion,online,jiomart,5.0,very satisfied with the quality.,positive,71.0,no,no
,other,,north,travel,online,myntra,2.0,customer service was unhelpful.,negative,29.0,yes,yes
383.0,other,60+,east,groceries,online,bigbasket,2.0,not worth the price.,negative,10.0,,yes
384.0,male,36-45,north,,online,tata cliq,2.0,worth the price.,negative,85.0,yes,yes
385.0,male,26-35,south,sports,online,zepto,3.0,average lol experience overall.,neutral,15.0,,no
386.0,male,60+,north,home & kitchen,online,jiomart,,not lol worth the price.,,38.0,yes,yes
387.0,male,18-25,south,sports,online,nykaa,4.0,verrryyy saatissfffiieeddd wiiith ttthee qqquuaalliiittyyy.,positive,16.666666666666668,no,no
388.0,other,26-35,central,travel,online,,1.0,very disappointed with the quality.,negative,4.0,yes,yes
389.0,other,46-60,south,books,online,facebook marketplace,1.0,nnnoot woorrrttth ttthhee ppprrricceee.,,50.0,no,yes
,male,36-45,central,home & kitchen,online,zepto,3.0,works fnie but could umm be better.,neutral,64.0,no,no
391.0,other,18-25,central,electronics,online,zepto,3.0,neutral idk about the qaulity.,neutral,24.0,yes,no
392.0,male,60+,east,fashion,online,ajio,4.0,excellent product! exceeded expectations.,positive,25.0,,no
393.0,female,26-35,east,fashion,online,tata cliq,1.0,product stopped working after few days.,negative,62.0,no,yes
394.0,female,46-60,,sports,online,zepto,5.0,excellent product! exceeded expectations.,positive,24.0,yes,no
395.0,other,26-35,west,beauty,online,lenskart,3.0,neutral about the quality.,neutral,,no,no
396.0,other,46-60,central,home & kitchen,online,meesho,2.0,,negative,30.0,yes,
397.0,male,60+,central,fashion,online,others,4.0,great value for money.,positive,9.0,yes,no
398.0,male,46-60,north,beauty,online,facebook marketplace,4.0,fast delivery and great packaging.,positive,24.0,yes,no
399.0,,60+,west,travel,online,,5.0,delivery and great packaging.,positive,70.0,no,no
400.0,male,36-45,north,automobile,online,nykaa,3.0,"delivery was fine, product is decent.",neutral,47.0,yes,no
401.0,other,18-25,,home & kitchen,online,nykaa,4.0,eexxxccceelllleennt ppprrrooduuucct! exxccceeddeeedd,positive,51.0,no,no
402.0,other,36-45,north,,online,myntra,5.0,fast delivery and great packaging.,positive,67.0,no,no
403.0,male,36-45,east,beauty,online,swiggy instamart,5.0,great for money.,positive,,yes,no
404.0,other,46-60,central,books,online,amazon,4.0,great value for,positive,37.0,yes,no
405.0,female,26-35,central,groceries,online,zepto,2.0,product stopped working after few days.,negative,53.0,no,yes
406.0,female,46-60,west,groceries,online,snapdeal,1.0,late delivery and poor packaging.,negative,58.0,no,yes
,,36-45,east,,online,ajio,1.0,very disappointed with the quality.,negative,29.0,yes,
408.0,male,46-60,west,fashion,online,croma,2.0,prrodduuucccttt ssstopppeedd wwworrrkkiiinngg aftterr feeww dayyyss.,negative,24.0,yes,yes
409.0,other,36-45,north,books,,flipkart,0.0,..... works fine but could be better.,neutral,25.0,yes,no
410.0,male,26-35,,groceries,online,zepto,4.0,very satisfied with quality.,positive,,yes,no
411.0,male,26-35,west,books,online,shopclues,1.0,custttooomeeerrr sseerrvvviicceee wwaass uuunnheellppfuull.,negative,5.0,yes,
412.0,male,60+,north,groceries,online,others,4.0,great value money.,positive,64.0,,no
413.0,male,18-25,west,automobile,online,amazon,5.0,"amazin gexperience, highly recommend!",positive,33.0,yes,no
414.0,male,,south,automobile,online,zepto,,product working after few days.,negative,1.3333333333333333,yes,
415.0,male,36-45,east,books,online,jiomart,5.0,very satisfied lol with the quality.,positive,71.0,no,no
416.0,other,18-25,central,automobile,online,tata cliq,4.0,excellent product! exceeded expectations.,positive,,yes,no
417.0,other,60+,south,automobile,online,snapdeal,1.0,product stopped workinga fter few days.,negative,66.0,no,yes
418.0,male,26-35,central,home & kitchen,online,lenskart,1.0,customer service was unhelpful.,negative,60.0,no,yes
